property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,others,store room,pooja room,servant room,study room,furnishing_type,luxury_score
flat,sare homes,sector 92,1.18,5207.0,4,4,3,8.0,Relatively New,2518.0,0,0,0,1,0,0,108
flat,shree vardhman flora,sector 90,1.0,5128.0,3,4,3,8.0,New Property,1764.0,0,0,0,1,0,0,95
flat,bptp terra,sector 37d,1.71,7805.0,3,3,3+,7.0,Relatively New,2191.0,0,0,0,0,1,1,38
flat,supertech araville,sector 79,1.0,6536.0,2,2,3,4.0,Relatively New,1700.0,0,0,0,0,1,1,24
flat,ss the leaf,sector 85,1.07,6524.0,2,2,3,21.0,Relatively New,1484.0,0,0,1,0,0,0,67
flat,unitech the palms,sector 41,2.75,16768.0,3,3,2,14.0,Old Property,1640.0,0,0,0,0,0,2,79
flat,vatika lifestyle homes,sector 83,1.15,6553.0,3,2,3,15.0,Relatively New,1588.0,0,0,0,0,0,1,37
flat,mm golf hills phase,sector 79,1.7,10828.0,3,2,3,10.0,Relatively New,1570.0,0,0,0,0,0,1,0
flat,dlf the crest,sector 54,11.0,35484.0,4,5,3+,7.0,Relatively New,3444.0,0,0,1,1,1,1,49
flat,vatika sovereign next sector-a gurgaon,sector 82a,2.91,6700.0,4,4,3,6.0,Under Construction,3901.0,0,1,0,1,1,0,79
flat,nbcc heights,sector 89,0.75,6579.0,2,2,2,6.0,Moderately Old,1031.0,0,0,0,0,0,1,0
flat,ansal api esencia,sector 67,1.2,7407.0,3,3,2,1.0,Relatively New,200.0,0,0,0,0,0,1,49
flat,vatika city,sector 49,2.65,11773.0,3,4,3,11.0,Moderately Old,2251.0,0,0,1,1,0,0,140
flat,ss the leaf,sector 85,2.2,6934.0,4,5,3+,4.0,Relatively New,2544.0,0,0,0,0,0,1,106
flat,mm capital,sector 113,3.25,14143.0,4,4,3+,34.0,New Property,2553.0,0,0,1,1,1,1,115
house,independent,sector 70a,2.1,34839.0,3,2,1,3.0,New Property,667.0,0,0,0,0,0,1,0
flat,dlf park place,sector 54,4.85,27171.0,3,4,3+,6.0,Moderately Old,1785.0,0,0,0,1,0,2,158
flat,bptp astaire gardens,sector 70a,1.8,9351.0,3,3,3,3.0,Relatively New,1925.0,0,0,0,0,1,1,135
flat,raheja vedas,sector 108,2.15,4134.0,3,4,3+,12.0,Relatively New,4600.0,0,0,0,0,1,0,0
flat,umang monsoon breeze,sector 78,1.25,5000.0,4,4,3,2.0,Relatively New,2300.0,1,0,1,1,0,1,57
flat,birla navya,sector 63a,3.15,14631.0,3,3,3,4.0,Relatively New,2153.0,1,0,0,0,0,1,44
house,independent,sector 40,5.0,21114.0,9,9,3+,3.0,Relatively New,2367.0,0,0,1,0,0,0,66
flat,emaar mgf emerald floors,sector 65,2.6,15758.0,3,3,3+,3.0,Relatively New,1650.0,0,0,0,0,0,1,0
flat,ansal plaza,sector 2,1.0,10000.0,2,3,0,1.0,Moderately Old,1000.0,0,0,0,0,0,1,0
house,palam vihar extension west zone rwa,sector 2,0.4,494.0,6,4,2,2.0,Moderately Old,8100.0,0,0,0,0,0,0,36
flat,signature global the millennia,sector 37d,0.65,10906.0,2,2,3,0.0,New Property,625.0,0,0,0,0,0,0,40
flat,rof aindependentda,sector 95,0.25,6579.0,1,1,1,4.0,New Property,344.0,0,0,0,0,0,1,0
flat,assotech blith,sector 99,1.6,6667.0,3,4,0,15.0,New Property,2400.0,0,0,0,0,0,1,51
house,independent,sector 4,1.1,6119.0,8,4,3+,2.0,Old Property,1800.0,0,0,0,0,0,0,7
house,independent,sector 3,1.5,10323.0,3,3,0,2.0,Old Property,210.0,0,0,0,0,0,1,0
flat,signature global solera,sector 107,0.28,5833.0,2,2,2,0.0,Relatively New,543.0,0,0,0,0,0,1,45
flat,shree arihant apartment,sector 54,1.5,8108.0,3,3,3+,4.0,Moderately Old,1700.0,0,0,1,0,0,0,75
flat,mm the marina,sector 68,2.22,14323.0,3,2,3,4.0,Relatively New,1402.0,0,0,0,0,0,1,44
flat,apna enclave,sector 3,0.58,6105.0,2,2,2,2.0,Old Property,900.0,0,0,0,0,0,1,66
flat,supertech hues,sector 68,1.0,8475.0,2,2,3,23.0,New Property,1311.0,0,0,0,0,0,0,49
flat,chd avenue,sector 71,1.25,7172.0,3,4,2,7.0,Relatively New,1577.0,0,0,0,1,0,0,160
house,emaar mgf marbella,sector 66,9.0,16049.0,4,4,3+,2.0,Relatively New,5200.0,0,1,1,1,0,0,114
flat,bestech park view grand spa,sector 81,4.5,10714.0,4,6,3+,17.0,Relatively New,3800.0,0,0,0,1,0,0,44
house,international city by sobha phase,sector 109,6.0,24665.0,4,4,3+,2.0,Relatively New,2430.0,0,1,1,1,1,0,160
flat,satya element one,sector 49,0.94,14009.0,1,2,2,2.0,Moderately Old,746.0,0,0,0,0,0,0,0
flat,dlf regal gardens,sector 90,1.27,5498.0,3,3,3+,2.0,Relatively New,1500.0,1,0,0,0,0,0,72
flat,ireo victory valley,sector 67,3.05,12650.0,3,3,3+,21.0,Relatively New,2028.0,0,0,0,1,0,0,157
flat,lavanya apartments,sector 81,0.9,5056.0,3,3,0,7.0,Relatively New,1780.0,0,0,0,0,0,1,0
flat,ats triumph,sector 104,1.8,7860.0,3,4,3,14.0,New Property,2544.0,0,0,0,0,0,1,60
house,independent,sector 2,5.7,23431.0,9,9,3+,3.0,Moderately Old,2430.0,0,0,1,0,0,0,0
flat,global hill view,sector 11,0.33,4269.0,2,2,0,11.0,Relatively New,761.0,0,0,0,0,0,0,0
house,dlf city plots phase,sector 25,4.25,31587.0,3,2,3,2.0,Old Property,1345.4875,0,0,0,0,1,0,35
house,independent,sohna road,0.5,617.0,2,1,2,1.0,Moderately Old,8100.0,0,0,0,0,0,1,0
flat,experion windchants,sector 112,3.29,11742.0,3,3,3+,2.0,Relatively New,2225.56,0,0,0,1,0,0,152
flat,project krishna colony,sector 7,0.36,5143.0,2,2,1,0.0,Relatively New,700.0,0,0,0,0,0,0,0
flat,emaar mgf the palm drive,sector 66,2.85,14615.0,3,3,3,11.0,Relatively New,1950.0,0,0,0,0,1,0,67
flat,tulip violet,sector 69,2.0,9583.0,4,4,2,0.0,Relatively New,1888.0,0,0,0,0,0,1,157
flat,mapsko mount ville,sector 79,1.4,9396.0,3,3,3,2.0,New Property,1656.0,0,0,0,0,0,0,112
house,independent,sector 2,4.95,20348.0,6,5,3+,3.0,Relatively New,2430.0,0,0,0,1,0,0,91
flat,whiteland  the aspen,sector 76,3.5,11917.0,3,4,3,8.0,Relatively New,2937.0,0,0,0,0,0,1,0
flat,smart world orchard,sector 61,1.6,13913.0,2,2,2,3.0,New Property,1278.0,0,0,0,0,1,1,122
flat,tulip purple,sector 69,2.6,10833.0,4,4,3+,4.0,Moderately Old,2171.0,0,0,0,1,0,1,37
house,independent,sector 28,12.0,42229.0,4,5,3+,4.0,Relatively New,2844.0,0,1,1,1,0,0,60
house,independent,sector 7,3.85,14659.0,4,4,3,3.0,Old Property,2628.0,0,0,0,0,0,1,27
house,dlf alameda,sector 73,17.0,18889.0,5,8,3,3.0,Relatively New,9000.0,0,1,1,1,1,2,87
flat,mm woodshire,sector 107,0.9,6589.0,2,2,3+,14.0,New Property,1236.0,0,0,0,0,0,1,67
flat,bestech altura,sector 79,1.72,8398.0,3,4,3,9.0,New Property,2050.0,0,0,0,0,0,1,49
flat,alpha corp gurgaonone,sector 84,2.28,8769.0,4,4,3+,8.0,Relatively New,2998.0,0,0,0,1,0,0,61
flat,ats tourmaline,sector 109,1.4,8000.0,3,3,3+,9.0,Relatively New,1583.0,0,0,0,0,0,1,95
house,independent,sector 43,15.5,28235.0,5,6,3,3.0,Moderately Old,5490.0,0,1,1,1,1,1,76
flat,emaar gurgaon greens,sector 102,1.35,8182.0,3,3,3,5.0,Relatively New,1315.0,0,0,0,1,0,1,119
house,unitech uniworld resorts,sector 33,9.55,19287.0,6,7,3+,2.0,Relatively New,4950.0,0,1,1,1,1,0,126
house,independent,sector 105,0.37,914.0,2,2,1,1.0,Moderately Old,4050.0,1,0,0,0,0,0,0
house,independent,sector 25,10.85,38182.0,6,6,1,3.0,Relatively New,2844.0,0,1,0,0,0,0,136
flat,sidhartha ncr one phase,sector 95,0.6,4800.0,2,2,3,10.0,New Property,1250.0,0,0,0,0,0,1,0
flat,krrish florence estate,sector 70,1.3,5601.0,3,3,3,17.0,Under Construction,1865.0,0,0,0,0,0,0,61
flat,aipl club residences,sector 70a,0.85,9140.0,2,2,2,5.0,Relatively New,841.0,0,0,0,0,0,0,45
flat,vipul world floors,sector 48,4.3,13871.0,4,5,3+,4.0,New Property,3444.0,0,0,1,1,1,0,88
flat,ambience creacions,sector 22,2.55,13710.0,3,3,3,8.0,Relatively New,1860.0,1,0,0,0,0,2,125
flat,la vida by tata housing,sector 113,3.35,12444.0,4,4,3+,11.0,Relatively New,2991.0,0,0,0,1,1,0,174
flat,signature global synera,sector 81,0.5,6803.0,2,2,3,6.0,Relatively New,700.0,0,0,0,0,0,0,117
flat,bsf chs,gwal pahari,0.95,5938.0,3,3,3,13.0,Old Property,1778.0,0,0,0,0,0,1,37
flat,signature global orchard avenue,sector 93,0.38,6387.0,2,2,2,7.0,Relatively New,661.0,0,0,0,0,0,0,16
flat,mm golfestate,sector 65,13.2,12000.0,4,4,3,13.0,Moderately Old,12222.0,0,0,0,1,0,1,60
flat,swarn jayanti cghs,sector 54,1.75,7609.0,4,3,3+,3.0,Old Property,1900.0,1,0,0,0,0,0,26
flat,la vida by tata housing,sector 113,3.35,15227.0,3,4,3+,12.0,New Property,2200.0,0,0,0,1,1,1,174
flat,signature global park,sohna road,0.56,6813.0,2,2,3,3.0,New Property,913.0,0,0,0,0,0,0,111
flat,mm ikonic,sector 68,1.78,9128.0,3,3,3+,27.0,Relatively New,1845.0,0,0,0,0,0,0,126
house,arjun marg/ sector- phase- / golf course road,sector 26,31.5,35005.0,7,9,3+,3.0,Moderately Old,9000.0,0,1,1,1,1,2,74
house,tata primanti,sector 72,8.6,12292.0,4,5,3+,3.0,Relatively New,7000.0,0,0,0,0,0,0,30
house,unitech uniworld resorts,sector 33,8.5,17826.0,5,5,3+,3.0,New Property,4770.0,0,1,1,1,1,0,145
flat,ansal heights,sector 86,0.78,5735.0,2,2,2,8.0,New Property,1360.0,0,0,0,0,0,0,72
flat,shree vardhman flora,sector 90,1.25,4854.0,4,4,3,10.0,Relatively New,2861.0,0,0,1,0,1,0,174
house,independent,sector 39,1.7,2099.0,2,2,3+,3.0,Moderately Old,8100.0,0,1,0,1,0,1,45
flat,central park flower valley cerise floors,sector 33,1.3,10744.0,2,2,2,3.0,New Property,1095.0,0,0,0,0,1,1,22
flat,pyramid urban,sector 67a,0.55,10516.0,2,2,2,3.0,Relatively New,581.0,0,0,0,0,0,1,73
flat,puri emerald bay,sector 104,1.8,8824.0,2,3,3,23.0,New Property,1538.0,0,0,0,1,0,1,36
flat,piedmont taksila heights,sector 37c,1.0,6506.0,3,3,3+,8.0,Relatively New,1708.0,0,0,0,0,0,0,49
flat,ansal heights,sector 86,0.64,4706.0,2,2,1,3.0,New Property,1360.0,0,0,0,0,0,0,73
flat,gls arawali homes,sohna road,0.3,6237.0,2,2,2,4.0,Relatively New,523.0,0,0,0,0,0,2,120
flat,ireo victory valley,sector 67,3.5,14583.0,3,4,3,24.0,Relatively New,2490.0,0,0,1,1,0,0,149
flat,ramprasta awho,sector 95,0.92,5257.0,3,3,3+,13.0,New Property,1750.0,0,0,0,0,0,0,0
house,independent,sector 13,9.0,11111.0,10,5,3+,4.0,Old Property,8100.0,0,0,0,0,0,1,0
flat,adani mk oyster grande,sector 102,2.35,8468.0,3,3,3,14.0,Relatively New,2351.0,0,0,0,1,1,0,165
flat,ashiana anmol,sohna road,0.9,9464.0,2,2,2,13.0,Relatively New,1105.0,0,0,0,0,0,2,120
house,unitech escape,sector 50,10.8,41461.0,4,4,3,2.0,Relatively New,2604.8638,0,1,1,1,1,0,103
flat,dlf new town heights,sector 90,1.25,6477.0,3,3,3+,17.0,Relatively New,1700.0,0,0,1,1,0,0,65
flat,uphaar residency,sector 105,0.42,5600.0,3,2,1,0.0,Moderately Old,833.0,1,0,0,0,0,1,7
flat,vatika city,sector 49,3.6,11921.0,4,5,3,7.0,Moderately Old,3356.0,0,0,1,1,0,2,15
flat,prime habitat,sector 99a,0.26,4745.0,2,2,1,6.0,Relatively New,611.0,1,0,0,0,0,0,79
flat,umang monsoon breeze,sector 78,0.69,5391.0,2,2,2,11.0,Moderately Old,1422.0,0,0,0,0,0,1,60
flat,unitech uniworld city,sector 30,3.55,14992.0,3,5,3+,16.0,Old Property,2367.0,0,0,0,1,0,0,141
house,independent,sector 7,1.2,11148.0,5,4,2,3.0,Old Property,1072.0,0,0,0,0,0,1,0
flat,signature the roselia,sector 95,0.41,6193.0,2,2,2,12.0,New Property,670.0,0,0,0,0,1,0,90
flat,vatika gurgaon,sector 83,1.25,6313.0,3,3,2,12.0,Moderately Old,1700.0,0,0,0,1,0,0,95
flat,supertech araville,sector 79,0.8,5267.0,2,2,2,12.0,New Property,1688.0,0,0,0,0,1,1,49
flat,smartworld dxp,sector 113,2.75,10589.0,4,4,3+,20.0,New Property,2886.0,0,0,1,1,1,2,57
flat,tulip violet,sector 69,1.5,10714.0,3,3,2,8.0,Relatively New,1492.0,0,0,1,0,0,0,174
flat,breez global heights,sohna road,0.42,6422.0,2,2,2,2.0,New Property,564.0,0,0,0,0,0,0,73
flat,rof aindependentda,sector 95,0.38,6922.0,2,2,1,4.0,New Property,610.0,0,0,0,0,0,1,0
flat,emaar gurgaon greens,sector 102,1.3,7879.0,3,3,3,7.0,Relatively New,1388.0,0,0,0,1,0,1,93
flat,godrej oasis,sector 88a,1.15,9854.0,2,2,1,12.0,New Property,120.0,0,0,0,0,1,0,79
flat,vatika the seven lamps,sector 82,0.81,6193.0,2,2,2,15.0,Relatively New,1176.0,0,0,0,0,0,0,117
house,independent,sector 27,8.0,26262.0,9,9,3,4.0,Relatively New,3042.0,0,1,1,1,1,2,110
flat,ramsons kshitij,sector 95,0.4,5839.0,3,2,2,6.0,New Property,761.0,0,0,0,0,0,0,0
flat,ats tourmaline,sector 109,2.1,8124.0,3,4,3+,11.0,Relatively New,2100.0,0,0,0,1,0,0,165
flat,avl gurgaon,sector 36a,0.75,7500.0,2,2,2,5.0,Relatively New,856.0,0,0,0,0,0,1,26
house,eldeco mansionz,sector 48,6.0,22208.0,4,4,3+,2.0,Moderately Old,2700.0,0,0,0,1,0,1,69
flat,tulip violet,sector 69,1.78,8856.0,4,4,2,10.0,Relatively New,1819.0,0,0,1,0,0,0,156
house,independent,sector 8,0.32,7078.0,2,3,1,1.0,Relatively New,450.0,0,0,0,0,0,0,0
flat,godrej,sector 79,1.34,8524.0,2,2,3,2.0,Relatively New,1422.0,0,0,0,0,1,1,158
flat,hsiidc sidco aravali,manesar,0.91,3516.0,3,3,3+,8.0,Moderately Old,1900.0,0,0,0,1,0,1,23
flat,emaar palm gardens,sector 83,1.73,9105.0,3,3,3,5.0,Relatively New,1600.0,0,0,0,1,0,0,174
flat,shree vardhman victoria,sector 70,1.8,9231.0,3,4,3,2.0,New Property,1527.0,1,0,0,1,0,1,45
flat,pioneer park,sector 61,2.0,11765.0,3,3,3,24.0,Moderately Old,1538.0,0,0,0,0,0,0,75
flat,shree vardhman victoria,sector 70,1.15,8519.0,2,2,3,8.0,Relatively New,1221.0,1,0,0,0,1,1,49
flat,pivotal devaan,sector 84,0.3,6667.0,1,1,1,14.0,New Property,500.0,0,0,0,0,0,0,22
flat,unitech greenwood city,sector 45,2.4,12346.0,3,3,2,1.0,New Property,195.0,0,0,0,1,0,0,19
flat,raheja vedaanta,sector 108,1.0,4854.0,2,2,2,0.0,Relatively New,2060.0,0,0,0,0,0,0,0
house,independent,sector 50,7.0,20588.0,4,4,2,3.0,Old Property,3400.0,0,0,0,1,0,1,118
house,independent,sector 43,5.75,23637.0,4,4,2,4.0,Moderately Old,2432.6414,0,1,0,1,0,2,153
flat,experion windchants,sector 112,4.25,11294.0,3,5,2,15.0,Relatively New,3000.0,0,0,1,1,0,1,72
flat,allure homes,sector 12,0.72,7273.0,2,2,1,2.0,Relatively New,1100.0,1,0,0,0,0,0,16
flat,dlf new town heights,sector 86,1.27,6580.0,3,4,3,19.0,Relatively New,1800.0,0,0,1,1,0,0,126
flat,umang winter hills,sector 77,0.75,5589.0,2,2,2,7.0,Relatively New,1180.0,0,0,0,0,0,0,174
flat,mm latitude,sector 65,4.7,19748.0,3,3,3+,9.0,Relatively New,2380.0,0,0,1,1,0,0,44
flat,railway officers rpf society,sector 9a,1.25,6921.0,4,3,3,1.0,Old Property,2007.0,0,0,0,1,0,1,40
flat,ss the leaf,sector 85,2.15,8929.0,3,5,3,2.0,New Property,2179.0,0,0,0,0,0,1,53
flat,dlf new town heights,sector 90,1.9,6967.0,4,4,3+,19.0,Relatively New,2511.0,0,1,0,1,0,0,174
flat,unitech the residences,sector 33,1.1,9910.0,2,2,3,9.0,Moderately Old,1100.0,0,0,0,0,0,0,44
flat,godrej,sector 79,1.3,8270.0,2,2,3,3.0,New Property,1422.0,0,0,0,0,1,0,49
flat,sidhivinayak apartments,sector 55,1.9,10556.0,4,3,3+,9.0,Moderately Old,2000.0,0,0,1,0,0,2,35
house,ansal celebrity homes,sector 2,5.2,10002.0,4,5,2,1.0,Moderately Old,5200.0,0,0,0,0,0,1,0
flat,dlf the arbour,sector 63,7.52,18999.0,4,4,3,15.0,New Property,3956.0,0,0,0,0,0,1,61
flat,afnhb jalvayu vihar,sector 30,0.69,7271.0,2,2,1,3.0,Old Property,896.0,0,0,0,0,0,1,65
house,independent,sector 8,0.62,11294.0,3,1,0,2.0,Moderately Old,550.0,0,0,0,0,0,0,0
flat,pioneer urban presidia,sector 62,6.5,14987.0,4,4,3+,3.0,Moderately Old,3924.0,0,0,0,0,1,0,86
flat,unitech sunbreeze,sector 69,1.0,5476.0,4,3,0,0.0,Relatively New,1826.0,0,0,0,0,0,0,0
flat,alpha corp gurgaonone,sector 84,0.85,6693.0,2,2,3,6.0,Relatively New,1158.0,0,0,0,0,0,0,28
house,independent,sector 4,0.67,8527.0,3,2,1,1.0,Moderately Old,783.0,1,0,1,0,0,0,19
house,independent,sector 40,2.15,23779.0,3,3,3,3.0,Moderately Old,900.0,0,1,1,0,1,1,45
flat,shree vardhman victoria,sector 70,1.62,8308.0,3,5,3,9.0,Relatively New,1527.0,0,0,0,1,0,0,43
flat,millenia,sector 37c,0.4,6667.0,2,2,2,4.0,New Property,667.0,0,0,0,0,0,0,29
flat,vatika gurgaon,sector 83,1.33,5565.0,4,4,3,3.0,Relatively New,2192.0,0,0,0,1,0,0,26
house,independent,sector 21,0.6,6194.0,8,3,2,3.0,Old Property,972.0,0,0,0,0,0,1,0
flat,ats marigold,sector 89,1.85,8605.0,3,3,3+,12.0,New Property,1945.0,0,0,0,1,0,0,37
flat,shree vardhman flora,sector 90,0.65,4962.0,2,2,3,11.0,Relatively New,1225.0,0,0,0,0,1,0,49
flat,godrej aria,sector 79,1.1,11482.0,2,2,3,9.0,New Property,81.0,0,0,0,0,0,1,62
flat,la vida by tata housing,sector 113,3.72,13985.0,5,4,3+,0.0,New Property,2956.0,0,0,1,0,0,2,44
flat,mm woodshire,sector 107,1.29,8836.0,3,3,3+,1.0,Relatively New,1690.0,0,0,1,0,0,0,174
flat,ansal heights,sector 86,1.3,4666.0,4,6,2,11.0,New Property,2521.0,1,0,0,1,0,0,86
house,ninex city,sector 76,1.75,6253.0,4,4,0,14.0,New Property,3111.0,0,0,0,0,0,1,0
flat,emaar digihomes,sector 62,2.15,14257.0,2,2,3,31.0,Under Construction,1676.0,0,0,0,0,0,0,101
flat,shree vardhman flora,sector 90,0.66,5077.0,2,2,3,4.0,Relatively New,1121.0,0,0,0,0,1,0,119
flat,microtek greenburg,sector 86,1.3,8754.0,2,2,3,10.0,Relatively New,1339.0,0,0,0,0,1,1,38
house,independent,sector 11,1.2,4442.0,7,3,0,3.0,Relatively New,300.0,0,0,0,0,0,0,0
house,project mianwali colony,sector 12,2.0,14865.0,5,5,2,3.0,Old Property,1350.0,0,0,0,0,0,1,0
flat,emaar palm heights,sector 77,1.75,9211.0,3,3,3+,11.0,Relatively New,1900.0,0,0,0,1,0,0,94
flat,ss the leaf,sector 85,1.24,7122.0,2,2,3,10.0,Relatively New,1730.0,0,0,0,0,0,1,49
flat,ats tourmaline,sector 109,1.4,8000.0,3,3,3+,8.0,Relatively New,1466.0,0,1,0,0,0,1,119
flat,bestech park view city,sector 49,2.7,12506.0,3,4,3+,6.0,Moderately Old,2159.0,0,0,0,0,0,1,0
flat,the close north,sector 50,2.7,9982.0,3,3,3+,3.0,Moderately Old,2357.0,0,0,0,1,0,1,117
house,bptp astaire gardens,sector 70a,1.18,8120.0,3,3,3+,2.0,Relatively New,1611.0,1,0,0,0,0,0,153
flat,shapoorji pallonji joyville,sector 102,1.1,12022.0,2,2,1,7.0,Relatively New,915.0,0,0,0,0,0,1,0
flat,eldeco accolade,sector 33,1.2,8043.0,2,2,2,0.0,New Property,1492.0,0,0,0,0,0,0,56
house,independent,sector 67,3.0,11911.0,4,4,0,3.0,Moderately Old,2800.0,0,0,0,0,0,1,0
flat,vatika independent floors,sector 82,0.67,5826.0,2,2,3,2.0,Moderately Old,1150.0,0,0,0,0,0,1,53
flat,bestech park view residency,sector 2,0.55,8462.0,1,1,2,7.0,Moderately Old,588.0,0,0,0,0,0,0,31
flat,tulip violet,sector 69,1.7,8445.0,4,4,2,7.0,Relatively New,1819.0,0,0,0,0,0,1,128
flat,ats marigold,sector 89,1.5,8499.0,3,3,3,5.0,Under Construction,1480.0,0,0,0,0,0,1,96
flat,dlf express greens,manesar,1.2,6504.0,3,4,2,5.0,Relatively New,1669.0,1,0,0,1,0,0,43
flat,vatika the seven lamps,sector 82,0.86,6022.0,2,2,2,12.0,Relatively New,1294.0,0,0,0,0,1,0,135
flat,ramsons kshitij,sector 95,0.29,5179.0,2,2,2,14.0,Relatively New,507.0,0,0,0,0,0,1,50
house,uppal southend,sector 49,6.75,32325.0,4,4,3,3.0,Relatively New,2088.1966,0,0,0,1,0,0,26
flat,central park flower valley,sector 33,2.5,13270.0,3,3,2,1.0,New Property,2093.0,0,0,0,0,0,1,66
flat,afnhb jalvayu vihar,sector 30,0.85,12859.0,2,2,1,2.0,Old Property,734.0,1,0,0,0,0,0,49
flat,vipul world,sector 48,1.38,9485.0,3,3,1,2.0,Relatively New,1611.0,0,0,0,0,0,1,60
flat,smart world gems,sector 89,1.2,8433.0,3,3,2,2.0,New Property,1423.0,0,0,0,0,0,0,45
flat,kiran residency,sector 56,1.55,7750.0,3,3,3,5.0,Old Property,1810.0,0,0,0,1,0,0,52
flat,bestech park view aindependentda,sector 81,1.15,6928.0,3,2,3+,12.0,Relatively New,1352.0,0,0,0,0,0,0,101
flat,ambience creacions,sector 22,3.99,12913.0,3,5,3+,3.0,New Property,2796.0,0,0,0,1,0,2,102
flat,smartworld one dxp,sector 113,2.0,11074.0,3,3,3,12.0,New Property,1806.0,0,0,0,0,0,0,70
flat,ramshanti cooperative society,sector 52,1.76,7243.0,4,4,3+,12.0,New Property,2199.0,0,0,0,0,0,1,0
house,dlf south city,sector 41,2.65,12248.0,3,3,3,4.0,New Property,2163.5439,0,0,0,1,0,0,22
flat,ambience creacions,sector 22,2.79,15000.0,3,3,3,13.0,New Property,1860.0,0,0,0,0,0,2,158
flat,mahindra aura,sector 110,1.4,9655.0,3,3,3,10.0,Relatively New,1550.0,0,0,0,0,0,0,142
flat,ss almeria,sector 84,1.48,7400.0,3,3,2,1.0,New Property,1624.0,0,1,0,1,0,0,139
flat,mm capital,sector 113,1.83,13969.0,2,2,0,7.0,New Property,1310.0,0,0,0,0,0,0,0
flat,satya the hermitage,sector 103,0.99,6653.0,3,4,3+,2.0,Relatively New,1731.0,0,0,1,1,0,1,174
flat,breez global hill view,sohna road,0.35,6318.0,2,2,2,14.0,New Property,616.0,0,0,0,0,0,1,53
flat,mm golfestate,sector 65,5.9,17481.0,3,3,3,18.0,Relatively New,3043.0,0,0,0,1,1,1,76
flat,bptp terra,sector 37d,1.67,7622.0,4,4,3,11.0,Relatively New,2091.0,0,0,0,0,0,0,149
flat,spaze privvy the address,sector 93,1.45,8033.0,3,4,2,12.0,Relatively New,1350.0,0,0,0,0,0,0,96
flat,dlf regency park,sector 28,2.26,13697.0,3,3,2,19.0,Old Property,1700.0,0,0,0,1,0,0,158
flat,spaze privy at,sector 84,1.35,7714.0,3,3,3,7.0,Relatively New,1750.0,0,0,1,0,0,0,90
flat,godrej oasis,sector 88a,1.45,8367.0,2,2,3+,9.0,Relatively New,133.0,0,0,0,0,1,2,85
flat,eldeco accolade,sohna road,0.96,6571.0,2,2,3+,14.0,Relatively New,1131.0,0,0,0,0,1,1,151
flat,tulip violet,sector 69,1.76,8756.0,4,4,2,6.0,Relatively New,1819.0,0,0,0,0,0,1,108
house,ansal api esencia,sector 67,1.85,74726.0,3,3,3,1.0,Moderately Old,278.0,0,0,0,0,0,0,49
flat,emaar mgf the palm drive,sector 66,3.0,15385.0,3,3,2,12.0,Relatively New,1950.0,0,0,0,1,0,0,96
flat,mm skywalk,sector 74,1.5,10714.0,2,2,1,8.0,New Property,1556.0,0,0,0,0,0,1,16
flat,ireo skyon,sector 60,2.05,13487.0,2,3,2,2.0,Relatively New,1520.0,0,1,0,0,0,0,174
flat,siddhartha apartment,sector 95,1.1,4327.0,4,3,3,9.0,Relatively New,2824.0,1,0,0,1,0,0,22
flat,smart world orchard,sector 61,2.2,14203.0,3,3,2,4.0,New Property,1721.0,0,0,0,0,0,1,152
flat,mapsko mount ville,sector 79,1.3,8725.0,3,3,3,19.0,Relatively New,1176.0,0,1,0,0,0,0,102
house,independent,sector 26,5.8,32266.0,5,5,3+,2.0,Old Property,1797.5712999999998,0,1,1,1,1,0,53
flat,radhakrishna society,sector 23,0.55,5000.0,2,2,1,1.0,Moderately Old,995.0,0,0,0,0,0,0,29
flat,ansal heights,sector 86,1.25,7396.0,3,2,1,2.0,New Property,1529.0,0,0,0,0,0,1,100
house,independent,sector 39,5.15,14072.0,5,5,0,1.0,Relatively New,3659.726,0,0,0,0,0,1,0
flat,ss the leaf,sector 85,1.87,7779.0,3,4,3,7.0,Relatively New,2225.0,0,0,0,0,0,0,49
flat,mm the tree of life,sector 111,2.35,14551.0,3,3,3+,5.0,Relatively New,1615.0,0,0,0,0,0,1,0
house,nirvana cedar crest,sector 50,7.1,32817.0,5,4,3,2.0,Moderately Old,2163.5439,0,1,1,0,1,0,110
flat,tulip violet,sector 69,1.4,8929.0,3,3,1,12.0,Relatively New,1376.0,0,0,1,0,0,1,174
flat,hsiidc sidco shivalik apartments,manesar,0.85,5102.0,3,2,2,5.0,Moderately Old,1507.0,0,0,0,0,0,1,0
flat,godrej summit,sector 104,1.35,5000.0,4,5,3+,0.0,Relatively New,3000.0,0,1,1,1,1,0,112
flat,conscient heritage max,sector 102,1.82,9010.0,3,4,3+,12.0,Relatively New,1757.0,0,0,0,1,0,1,101
flat,emaar mgf emerald floors premier,sector 65,2.25,13636.0,3,3,3+,3.0,Relatively New,1493.0,0,0,0,1,1,0,152
flat,signature global solera,sector 107,0.5,8929.0,2,2,2,13.0,New Property,622.0,0,0,0,0,0,1,8
flat,dlf the ultima,sector 81,2.7,12802.0,3,3,3,15.0,Relatively New,2343.0,0,0,0,1,0,0,49
house,independent,sector 4,0.65,10317.0,1,1,1,1.0,Moderately Old,630.0,1,0,0,0,0,1,21
